id,series,title,post_text,likes,shares,reblogs
755268424716910592,The Mandalorian,mando doodle with my new markers,"<p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/f653712d6c9b46bc9dc9dfb1ddc2bc46/6e7f1ae21140f42c-c5/s640x960/770393628dc63d3f5e48c9a56acca50786d368c1.jpg"" alt=""image"" class=""""/></figure><p>mando doodle with my new markers</p></p>",0,0,0
755267962199539712,The Mandalorian,Cowboy DinLuke for @plattenbauprinz,"<p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/1ee5e0ce12c3fba9534cb3bdd903b4b9/dff583d2a3a8d780-4f/s640x960/68358f9afda4107dcd88bcf93c88f296f4c8ba60.png"" alt=""image"" class=""""/></figure><blockquote><p>	Cowboy DinLuke for <a href=""https://tmblr.co/MlvzTNf46NYTA9oXBybbtlQ"">@plattenbauprinz</a> </p></blockquote></p>",0,0,0
755267795477987328,The Mandalorian,¿Has intentado este método revolucionario para pagar tus deudas?,"<p><h1><b>&iquest;Has intentado este m&eacute;todo revolucionario para pagar tus deudas?</b></h1><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/10582104601bcf3dd982bd7843ff8a5f/a9c2aed6dc39e11a-db/s640x960/95a3b627c0be6c0c75622572818be42be4d73c61.png"" alt=""image"" class=""""/></figure><p>En un mundo en constante evoluci&oacute;n, la gesti&oacute;n de nuestras <b><a href=""https://productosdecredito.com.co/2024/05/13/control-de-gastos-herramientas-para-finanzas-solidas/"">finanzas personales</a></b> es m&aacute;s crucial que nunca. En ""<b>Finanzas Personales para Dummies, 5ta Edici&oacute;n</b>"" de <b>Eric Tyson</b>, se desglosan estrategias fundamentales para manejar nuestros recursos de manera efectiva. Aunque el libro fue publicado en 2008, sus ense&ntilde;anzas siguen siendo relevantes hoy y nos permiten proyectar c&oacute;mo podr&iacute;an evolucionar nuestras finanzas en el futuro.</p><h1><b>Introducci&oacute;n</b></h1><p>La econom&iacute;a ha experimentado numerosos cambios desde la publicaci&oacute;n de ""Finanzas Personales para Dummies"" en 2008. Eric Tyson, a trav&eacute;s de su gu&iacute;a pr&aacute;ctica, nos ofrece una base s&oacute;lida para entender y manejar nuestras finanzas. En este art&iacute;culo, exploraremos c&oacute;mo estas lecciones se han adaptado a lo largo de los a&ntilde;os y qu&eacute; desaf&iacute;os y oportunidades nos depara el futuro.</p><h1><b>Sobre el Autor:</b></h1><p><b><a href=""https://www.erictyson.com/"">Eric Tyson</a></b> es un reconocido experto en finanzas personales y autor best-seller. Con una formaci&oacute;n en econom&iacute;a y finanzas de la Universidad de Yale y Stanford, Tyson ha dedicado su carrera a hacer que las finanzas sean accesibles para todos.</p><p>Puntos clave sobre Eric Tyson:</p><ol><li>Autor prol&iacute;fico: Ha escrito m&aacute;s de 20 libros sobre finanzas personales, incluyendo varios t&iacute;tulos de la serie ""Para Dummies"".</li><li>Experiencia diversa: Adem&aacute;s de ser autor, Tyson ha trabajado como asesor financiero y columnista.</li><li>Enfoque pr&aacute;ctico: Sus libros se caracterizan por ofrecer consejos claros y aplicables para el p&uacute;blico general.</li><li>Reconocimiento: ""Finanzas Personales para Dummies"" se ha convertido en un referente en educaci&oacute;n financiera.</li><li>Actualizaci&oacute;n constante: Tyson actualiza regularmente sus libros para reflejar los cambios en la econom&iacute;a y los mercados financieros.</li><li>Presencia medi&aacute;tica: Ha aparecido en numerosos programas de televisi&oacute;n y radio como experto en finanzas personales.</li><li>Filosof&iacute;a: Aboga por un enfoque a largo plazo en la gesti&oacute;n financiera y la importancia de la educaci&oacute;n financiera continua.</li></ol><p>La obra de Tyson, especialmente ""Finanzas Personales para Dummies"", sigue siendo relevante y valiosa para quienes buscan mejorar su situaci&oacute;n financiera, adapt&aacute;ndose a los desaf&iacute;os econ&oacute;micos actuales y futuros.</p><h1><b>Cambios en la Econom&iacute;a Global</b></h1><p>Desde la recesi&oacute;n econ&oacute;mica que afect&oacute; a gran parte del mundo en 2008, hemos visto fluctuaciones significativas en los mercados financieros. La globalizaci&oacute;n y la digitalizaci&oacute;n han transformado la manera en que operan los mercados y c&oacute;mo los individuos gestionan sus finanzas.</p><h1><b>La Evoluci&oacute;n de la Educaci&oacute;n Financiera</b></h1><p>La educaci&oacute;n financiera se ha convertido en un pilar fundamental para el &eacute;xito econ&oacute;mico personal. En el pasado, la falta de acceso a informaci&oacute;n financiera precisa y comprensible era un obst&aacute;culo. Hoy en d&iacute;a, gracias a recursos como los proporcionados por Eric Tyson, m&aacute;s personas tienen el conocimiento necesario para tomar decisiones financieras informadas.</p><h2><b>Transici&oacute;n hacia la Digitalizaci&oacute;n</b></h2><p>Con la llegada de la era digital, la gesti&oacute;n financiera ha cambiado dr&aacute;sticamente. Las aplicaciones de finanzas personales, el acceso a informaci&oacute;n en tiempo real y la posibilidad de invertir desde la comodidad del hogar han democratizado el acceso a los mercados financieros.</p><h1>Planificaci&oacute;n a Largo Plazo: Clave para el &Eacute;xito Financiero.</h1><p>La planificaci&oacute;n a largo plazo es esencial para alcanzar la estabilidad y el &eacute;xito financiero. Eric Tyson subraya la importancia de establecer metas financieras claras y crear un plan detallado para lograrlas. A continuaci&oacute;n, exploramos algunas estrategias adicionales que pueden ayudarte a gestionar tus finanzas a largo plazo.</p><h2>Establecimiento de Metas Financieras</h2><p>Tener metas financieras claras te proporciona un sentido de direcci&oacute;n y prop&oacute;sito. Estas metas pueden incluir ahorrar para la jubilaci&oacute;n, comprar una casa, pagar deudas o crear un fondo de emergencia. Al establecer metas espec&iacute;ficas y realistas, puedes crear un plan financiero que te gu&iacute;e hacia el &eacute;xito.</p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/3095b245772f0738b6ea6cec31823418/a9c2aed6dc39e11a-e7/s640x960/59177fb404e28d77604457fdaf5a6d6af73d4bc9.png"" alt=""image"" class=""""/></figure><h1>Utilizaci&oacute;n de Herramientas Financieras Modernas</h1><p>En la era digital, existen numerosas herramientas que pueden facilitar la gesti&oacute;n de tus finanzas. Desde aplicaciones de presupuesto hasta plataformas de inversi&oacute;n automatizadas, estas herramientas pueden ayudarte a mantener el control de tus finanzas y alcanzar tus metas m&aacute;s r&aacute;pidamente.</p><h2>Aplicaciones de Presupuesto</h2><p>Las aplicaciones de presupuesto, como <b><a href=""https://www.investopedia.com/ynab-vs-mint-5179966"">Mint o YNAB (You Need a Budget)</a></b>, te permiten rastrear tus gastos, crear presupuestos personalizados y recibir alertas cuando est&aacute;s cerca de exceder tus l&iacute;mites de gasto. Estas herramientas son esenciales para mantener un control estricto sobre tus finanzas diarias y asegurar que est&aacute;s ahorrando adecuadamente para tus metas a largo plazo.</p><h2>Plataformas de Inversi&oacute;n Automatizadas</h2><p>Las plataformas de inversi&oacute;n automatizadas, tambi&eacute;n conocidas como robo-advisors, han revolucionado la manera en que las personas invierten. Servicios como Betterment y Wealthfront utilizan algoritmos para gestionar tu cartera de inversiones, asegurando una diversificaci&oacute;n adecuada y ajustando las inversiones seg&uacute;n las condiciones del mercado. Esto permite que incluso los inversores novatos puedan beneficiarse de estrategias de inversi&oacute;n avanzadas sin necesidad de ser expertos en finanzas.</p><h1>Importancia del Seguimiento y la Revisi&oacute;n</h1><p>La planificaci&oacute;n financiera no es un proceso est&aacute;tico. Es crucial revisar y ajustar tu plan regularmente para asegurarte de que sigues en el camino correcto hacia tus metas. Esto incluye reevaluar tus metas, ajustar tus presupuestos y revisar el rendimiento de tus inversiones.</p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/1492844ee89a1fcad19e1859ab0fdb06/a9c2aed6dc39e11a-6e/s640x960/07210c2fd169d0676189d6e17f574a30222a3f34.png"" alt=""image"" class=""""/></figure><h1><b>Desaf&iacute;os Actuales y Futuras Proyecciones</b>.</h1><p>Aunque hemos avanzado mucho en t&eacute;rminos de educaci&oacute;n financiera y accesibilidad, todav&iacute;a enfrentamos desaf&iacute;os significativos. La inflaci&oacute;n, las tasas de inter&eacute;s fluctuantes y la volatilidad del mercado son algunos de los problemas actuales que deben ser manejados con cautela.</p><h2><b>Tasa de Desempleo (%)</b></h2><p>Seg&uacute;n el&nbsp;<b>Informe de Pol&iacute;tica Monetaria</b>&nbsp;del&nbsp;<b>Banco de la Rep&uacute;blica</b>, se proyecta que la tasa de desempleo en Colombia para el a&ntilde;o 2025 sea del 3.9%. Esto sugiere una mejora en el mercado laboral y una mayor estabilidad para los trabajadores.</p><h2><b>Inflaci&oacute;n (%)</b></h2><p>El&nbsp;<b>Departamento Administrativo Nacional de Estad&iacute;stica (DANE)</b>&nbsp;calcula el &iacute;ndice de precios al consumidor (IPC), que corresponde a la tasa de inflaci&oacute;n. Para el a&ntilde;o 2025, se espera una inflaci&oacute;n del 2.8%. Esto indica un control adecuado de los precios y una econom&iacute;a relativamente estable.</p><h2><b>PIB Mundial (US$ Trillones)</b></h2><p>La&nbsp;<b>Gu&iacute;a Bancolombia 2024</b>&nbsp;elaborada por el equipo de investigaciones econ&oacute;micas de Bancolombia prev&eacute; un PIB mundial de 105 billones de d&oacute;lares para el a&ntilde;o 2025. Este dato refleja el crecimiento econ&oacute;mico y la participaci&oacute;n de Colombia en la econom&iacute;a global.</p><h2><b>Deuda P&uacute;blica (% del PIB)</b></h2><p>El&nbsp;<b>Ministerio de Hacienda</b>&nbsp;tambi&eacute;n proporciona estimaciones macroecon&oacute;micas. Seg&uacute;n sus proyecciones, la deuda p&uacute;blica en relaci&oacute;n al PIB ser&aacute; del 110.5% en 2025. Este indicador es relevante para evaluar la sostenibilidad fiscal del pa&iacute;s. En resumen, estas proyecciones nos ofrecen una visi&oacute;n panor&aacute;mica de las perspectivas econ&oacute;micas para Colombia en el pr&oacute;ximo a&ntilde;o. Es importante considerar estos datos al tomar decisiones financieras y planificar pol&iacute;ticas que impulsen el desarrollo econ&oacute;mico y el bienestar de la poblaci&oacute;n.</p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/46cdb0bf78ecefd4ff6a63e6499cd10d/a9c2aed6dc39e11a-12/s640x960/d8d41beab41480330f26f1aaef3eb9a0fecd3ae4.png"" alt=""image"" class=""""/></figure><h1><b>Estrategias Financieras para el Futuro</b></h1><p>Eric Tyson nos ha ense&ntilde;ado la importancia de tener una estrategia financiera s&oacute;lida. A medida que avanzamos hacia el futuro, estas son algunas de las recomendaciones clave para mantener nuestras finanzas en buen estado:</p><ol><li><b>Diversificaci&oacute;n de Inversiones</b>: No pongas todos tus huevos en una sola canasta. Diversifica tus inversiones para minimizar riesgos.</li><li><b>Ahorro Constante</b>: Mant&eacute;n una disciplina de ahorro, independientemente de la situaci&oacute;n econ&oacute;mica.</li><li><b>Educaci&oacute;n Continua</b>: Mantente informado sobre las tendencias del mercado y ajusta tus estrategias en consecuencia.</li></ol><h1><b>Transici&oacute;n hacia la Sostenibilidad</b></h1><p>Adem&aacute;s de las estrategias tradicionales, la sostenibilidad financiera es un aspecto emergente que no debe ser ignorado. Invertir en tecnolog&iacute;as verdes y empresas sostenibles no solo es beneficioso para el planeta, sino que tambi&eacute;n puede ser rentable a largo plazo.</p><h1><b>Conclusi&oacute;n</b></h1><p>La gesti&oacute;n de las finanzas personales es un campo en constante evoluci&oacute;n. Las ense&ntilde;anzas de Eric Tyson en ""Finanzas Personales para Dummies"" siguen siendo una gu&iacute;a valiosa para navegar por las complejidades econ&oacute;micas de hoy y del futuro. A medida que nos adentramos en nuevas d&eacute;cadas, es crucial adaptarnos y aplicar estas lecciones para asegurar nuestra estabilidad financiera.</p><p>&iquest;Est&aacute;s preparado para tomar el control de tus finanzas? Empieza hoy mismo a aplicar estas estrategias y mantente informado sobre las &uacute;ltimas tendencias econ&oacute;micas. Recuerda, la clave del &eacute;xito financiero radica en la educaci&oacute;n continua y en la adaptaci&oacute;n a los cambios del mercado. &iexcl;No dejes que las oportunidades pasen de largo!</p><h2><b>Referencias</b></h2><p>Tyson, Eric. <i>Finanzas Personales para Dummies, 5ta Edici&oacute;n</i>. Wiley Publishing, Inc., 2008.</p></p>",0,0,0
755267744442826752,The Mandalorian,,"<p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/608a633dd663ca0d915b5de561315dfa/375712b0a69656ab-21/s640x960/f8e415f1fd3868e67388e3bc39dabce5788dc555.jpg"" alt=""image"" class=""""/></figure></p>",0,0,0
755267171554344960,The Mandalorian,i would pay so much money to watch this scene for the first time again,"<p><p>i would pay so much money to watch this scene for the first time again</p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/6e44ea939878329d25339624a1a596e6/6dd1aa445b85bbab-92/s640x960/c28e77038fe6b5e19c01cbd7cf77b9517ead08e5.jpg"" alt=""image"" class=""""/></figure></p>",1,0,0
755267066821591040,The Mandalorian,a redraw of this piece,"<p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/e05202b26a3ef63845e54fc4e1c79481/948b1a49cd249546-41/s640x960/6b9437f94d92c002059198b2fd57a9a0e3f62d68.jpg"" alt=""image"" class=""""/></figure><p><a href=""https://www.tumblr.com/perigilpin/715352214911254528""><small>a redraw of this piece </small></a></p></p>",4,0,0
755266949016141824,The Mandalorian,guys this is me from the future and i am here to tell u that luke buys din a pair of chanel boots in the mandalorian movie just...,<p>guys this is me from the future and i am here to tell u that luke buys din a pair of chanel boots in the mandalorian movie just thought u guys should know &#128591;</p>,0,0,0
755266692095066112,The Mandalorian,"🩵 Din & Jabez (his clone son from my fic Echoes)
(Process below the cut)
(1) sketch (2) colour block (3) painting (4) shading,...","<p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/e0ddd240534969fac17a0d7e46d5c8e5/88a68511cd1747e9-4d/s640x960/791877343b1796c907d6602dc6321cafdab29c28.jpg"" alt=""A digital painting of Din Djarin from the Mandalorian. He has grey hair and greying facial hair and scars on his nose, cheek and hands. He is wearing a dark, soft jacket and teal scarf. He is tenderly embracing his adult son who looks exactly like he did when he was young. His son is wearing teal armour over a light grey flightsuit and he has a black cloak. His pauldron bears a stylized mudhorn painted in silver. The light is soft on them and the background looks like old paper with cursive writing and splotches of teal and white ink."" class=""""/><span class=""tmblr-alt-text-helper"">ALT</span></figure><p>&#129653; Din &amp; Jabez (his clone son from my fic <i>Echoes</i>)</p><p><small>(Process below the cut)</small></p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/81e88f27b5f7a7416a116827590f316e/88a68511cd1747e9-4a/s640x960/5a7b095f9fc6357c38c3c83ff93beb5f6c4dfe2f.jpg"" alt=""A digital painting of Din Djarin from the Mandalorian. He has grey hair and greying facial hair and scars on his nose, cheek and hands. He is wearing a dark, soft jacket and teal scarf. He is tenderly embracing his adult son who looks exactly like he did when he was young. His son is wearing teal armour over a light grey flightsuit and he has a black cloak. His pauldron bears a stylized mudhorn painted in silver. The light is soft on them and the background looks like old paper with cursive writing and splotches of teal and white ink."" class=""""/></figure><p>(1) sketch (2) colour block (3) painting (4) shading, light, atmosphere</p><p>I was just gonna leave this as a sketch for a while but I don&rsquo;t know what came over me tonight, I just started painting and the music was hitting the spot and I look up it&rsquo;s been like three hours and my tablet is about to die but the painting is done</p><p>Bonus:</p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/c757e1909eda7882125592e2e67b26a7/88a68511cd1747e9-b1/s640x960/12c3675438e25fcee693757c5bb40a2991f2388f.jpg"" alt=""A digital painting of Din Djarin from the Mandalorian. He has grey hair and greying facial hair and scars on his nose, cheek and hands. He is wearing a dark, soft jacket and teal scarf. He is tenderly embracing his adult son who looks exactly like he did when he was young. His son is wearing teal armour over a light grey flightsuit and he has a black cloak. His pauldron bears a stylized mudhorn painted in silver. The light is soft on them and the background looks like old paper with cursive writing and splotches of teal and white ink."" class=""""/></figure></p>",1,0,0
755264226336129024,The Mandalorian,All the mandalorian shippers need to see this image immediately,"<p><figure class=""tmblr-full""><img src=""https://64.media.tumblr.com/95ad54677abda95f32526c79c03ef65c/936e71e0fc7da21d-5e/s640x960/5435509927d3ff7ebb1ae199ceaa48d63f6e9661.png"" alt=""image"" class=""""/></figure><p>All the mandalorian shippers need to see this image immediately</p></p>",2,0,0
755260419884662784,The Mandalorian,S1 and 2 were about Din learning to become a father even though he never asked to be one but in the end he stepped up and did...,,3,0,0
